User_ID,Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned
N/A,54.0,Male,155.0,66.0,20.68,Yoga,109.0,63.0,Low,Mixed,7.2,2.5,,Low
U01710,46.0,Male,176.0,101.0,26.88,Strength,,97.0,Medium,N/A,5.3,,3.0,Invalid
,39.0,Female,,,29.93,Cardio,21.0,61.0,Invalid,Vegetarian,8.0,2.3,5.0,Medium
Invalid,21.0,N/A,170.0,97.0,28.9,Yoga,24.0,68.0,N/A,Mixed,8.6,2.5,,High
Invalid,37.0,Other,160.0,71.0,31.76,Other,80.0,60.0,High,Mixed,5.6,2.3,2.0,Medium
U01714,49.0,Male,169.0,98.0,25.96,N/A,39.0,70.0,Low,Unknown,4.1,2.6,6.0,Other
N/A,53.0,Male,169.0,101.0,27.07,Yoga,95.0,88.0,Other,Other,,1.5,,Invalid
U01716,21.0,Female,170.0,50.0,31.87,Invalid,57.0,85.0,Other,Other,8.6,1.9,6.0,Other
U01717,44.0,Unknown,167.0,115.0,25.56,Cardio,99.0,86.0,N/A,,4.3,0.5,3.0,High
U01718,34.0,Female,174.0,113.0,30.08,Cardio,55.0,97.0,,Invalid,4.0,0.9,2.0,Unknown
N/A,29.0,Unknown,167.0,57.0,25.67,Other,65.0,88.0,Other,Other,8.1,2.1,4.0,Medium
Unknown,39.0,Female,159.0,74.0,25.39,Strength,,92.0,Medium,N/A,5.5,1.9,5.0,Other
U01721,34.0,Female,151.0,115.0,31.04,Yoga,118.0,87.0,Invalid,Mixed,8.6,,1.0,Medium
U01722,27.0,Female,175.0,119.0,21.38,Invalid,56.0,90.0,High,Vegetarian,5.1,1.1,4.0,Medium
Other,18.0,Male,179.0,100.0,24.09,Other,73.0,78.0,Medium,Vegetarian,8.3,1.4,5.0,Unknown
Other,39.0,Male,158.0,102.0,22.2,Yoga,40.0,85.0,,Unknown,4.3,2.3,1.0,Unknown
Other,43.0,Male,163.0,64.0,24.43,N/A,40.0,88.0,,Unknown,5.3,2.0,3.0,Other
,35.0,Other,168.0,99.0,22.3,Unknown,111.0,70.0,Unknown,Invalid,8.9,0.7,6.0,Invalid
U01727,31.0,Female,159.0,87.0,28.06,Yoga,89.0,91.0,High,Vegetarian,,2.4,3.0,High
U01728,64.0,Male,172.0,89.0,31.67,Yoga,,80.0,High,Mixed,4.7,1.2,3.0,Unknown
Unknown,46.0,Female,153.0,,31.48,Cardio,79.0,,N/A,Vegetarian,8.3,2.2,5.0,Medium
Other,29.0,Unknown,178.0,88.0,24.51,Other,55.0,93.0,Invalid,Vegetarian,4.6,0.8,2.0,Unknown
U01731,53.0,Female,178.0,66.0,34.81,Strength,96.0,99.0,Medium,Vegan,4.5,3.0,3.0,High
U01732,52.0,Male,155.0,56.0,28.3,Cardio,30.0,81.0,N/A,Vegan,5.6,0.7,3.0,High
N/A,29.0,Invalid,163.0,88.0,25.09,Yoga,107.0,86.0,High,Vegan,7.2,2.4,3.0,High
U01734,,N/A,153.0,,32.29,Cardio,102.0,67.0,Medium,Vegan,7.6,1.9,6.0,Other
U01735,46.0,Male,175.0,84.0,30.54,Unknown,106.0,99.0,Low,Vegetarian,8.4,,5.0,N/A
Unknown,28.0,,,100.0,30.86,Other,50.0,90.0,Other,Invalid,6.7,0.6,1.0,Medium
U01737,50.0,Male,165.0,96.0,21.74,Other,56.0,,Invalid,Other,6.0,1.4,,High
Other,23.0,Invalid,156.0,85.0,26.23,Yoga,79.0,98.0,,N/A,5.8,,3.0,Low
U01739,64.0,Female,166.0,113.0,32.72,Strength,,93.0,Invalid,Unknown,8.2,0.6,4.0,Low
N/A,32.0,Male,168.0,62.0,26.82,Yoga,86.0,,N/A,Vegetarian,7.6,2.3,2.0,N/A
Unknown,49.0,Unknown,178.0,67.0,29.78,Unknown,117.0,,High,Mixed,8.5,2.1,2.0,High
U01742,28.0,Male,168.0,70.0,28.2,Cardio,48.0,63.0,Invalid,Invalid,8.8,1.2,2.0,Unknown
U01743,40.0,Female,166.0,114.0,32.4,,86.0,77.0,Other,Invalid,5.5,0.7,3.0,Medium
U01744,43.0,Female,155.0,57.0,23.2,Cardio,98.0,88.0,,Vegan,6.6,2.8,4.0,Invalid
U01745,51.0,Female,178.0,,28.0,Yoga,90.0,82.0,High,N/A,7.2,1.3,1.0,High
U01746,63.0,Female,160.0,92.0,20.53,Yoga,86.0,96.0,Medium,Invalid,,0.8,5.0,Other
Other,51.0,Male,165.0,102.0,29.89,,35.0,86.0,Low,N/A,4.3,2.2,4.0,Medium
Other,46.0,,179.0,76.0,30.58,Yoga,,75.0,Invalid,Vegan,8.3,1.0,5.0,
Invalid,21.0,Female,174.0,68.0,19.21,Strength,53.0,86.0,Unknown,Unknown,6.7,1.7,4.0,Low
Invalid,34.0,Female,157.0,72.0,29.65,Strength,103.0,68.0,Low,Vegan,6.9,0.6,3.0,Low
U01751,52.0,Female,160.0,99.0,25.34,Yoga,63.0,64.0,N/A,Unknown,6.8,3.0,,High
U01752,30.0,Unknown,156.0,100.0,20.55,Cardio,116.0,67.0,Medium,Mixed,7.8,1.6,3.0,Medium
Unknown,58.0,Unknown,,92.0,25.43,Invalid,97.0,77.0,Low,Unknown,,3.0,2.0,High
Other,56.0,Other,173.0,100.0,21.7,Strength,61.0,94.0,Other,Other,7.1,1.5,1.0,High
U01755,32.0,Other,171.0,118.0,25.36,Strength,54.0,65.0,Medium,Vegan,6.3,1.4,6.0,High
U01756,46.0,Female,,90.0,24.84,N/A,94.0,82.0,Medium,N/A,8.5,2.8,6.0,Medium
Other,46.0,Female,168.0,60.0,30.68,Yoga,300.0,85.0,N/A,Vegetarian,6.6,1.3,4.0,N/A
,28.0,Female,175.0,101.0,31.27,Other,49.0,98.0,Unknown,N/A,8.7,1.6,3.0,Other
N/A,49.0,Female,159.0,72.0,28.52,Yoga,72.0,83.0,Medium,Mixed,5.8,0.7,5.0,Medium
U01760,19.0,Female,158.0,98.0,18.87,Yoga,77.0,,Medium,Mixed,,2.9,,Low
N/A,64.0,Other,,87.0,33.86,Cardio,47.0,250.0,N/A,Vegetarian,8.4,0.7,3.0,Medium
,31.0,N/A,172.0,96.0,29.82,Cardio,34.0,97.0,N/A,Vegetarian,6.9,2.4,4.0,Unknown
Invalid,37.0,Other,164.0,56.0,19.06,Yoga,57.0,,Medium,Vegan,5.8,1.8,4.0,Medium
U01764,,,162.0,115.0,32.01,Cardio,69.0,88.0,Low,,5.9,0.7,,High
U01765,28.0,Male,,111.0,21.8,Unknown,32.0,65.0,N/A,Vegetarian,7.9,0.5,1.0,High
N/A,44.0,Unknown,151.0,78.0,28.06,Yoga,54.0,68.0,High,Vegan,6.9,2.8,3.0,Low
Other,20.0,,151.0,87.0,26.2,Unknown,43.0,64.0,Invalid,N/A,6.0,2.4,5.0,Invalid
Invalid,34.0,N/A,165.0,82.0,25.43,Unknown,84.0,98.0,Low,Invalid,7.2,2.2,6.0,Other
Other,61.0,Male,158.0,78.0,33.18,Invalid,107.0,78.0,High,N/A,,1.6,6.0,Unknown
Other,45.0,Female,177.0,72.0,25.72,Strength,110.0,64.0,Medium,N/A,4.1,1.1,4.0,Invalid
Other,,Unknown,162.0,52.0,19.74,Invalid,37.0,79.0,Other,Vegan,4.4,2.2,4.0,Invalid
Unknown,38.0,,,94.0,34.12,Other,77.0,70.0,Low,N/A,4.5,2.0,2.0,N/A
U01773,64.0,Female,158.0,57.0,33.69,Cardio,45.0,86.0,High,Mixed,5.2,2.3,1.0,Unknown
U01774,33.0,Female,162.0,78.0,29.79,Yoga,48.0,88.0,Low,Unknown,6.1,1.4,6.0,Other
U01775,54.0,Female,250.0,51.0,26.22,Invalid,91.0,66.0,N/A,Invalid,8.0,3.0,2.0,
U01776,37.0,N/A,250.0,99.0,20.03,Yoga,63.0,62.0,High,Mixed,5.8,0.7,4.0,N/A
U01777,23.0,Female,151.0,114.0,31.55,Yoga,109.0,64.0,High,Other,4.1,0.7,5.0,Unknown
U01778,36.0,Male,157.0,69.0,19.75,Unknown,300.0,72.0,Unknown,Mixed,6.4,2.8,2.0,
U01779,22.0,Invalid,176.0,101.0,19.63,Unknown,52.0,75.0,High,,9.0,10.0,3.0,Low
U01780,20.0,Other,158.0,86.0,,Unknown,24.0,71.0,Unknown,Vegan,5.7,1.3,4.0,Medium
Unknown,18.0,Male,,76.0,21.14,Yoga,55.0,98.0,Invalid,Vegetarian,,2.4,4.0,Low
U01782,55.0,Female,151.0,96.0,18.63,Strength,96.0,86.0,High,Vegetarian,4.5,1.6,2.0,Unknown
Other,32.0,Male,155.0,55.0,25.48,Other,100.0,92.0,High,N/A,4.9,0.6,5.0,Other
Invalid,51.0,Female,171.0,109.0,20.76,Yoga,32.0,74.0,Unknown,Mixed,7.6,2.1,2.0,Medium
Invalid,52.0,Male,157.0,94.0,21.15,N/A,,80.0,Low,Mixed,6.5,1.1,5.0,Medium
U01786,,Female,175.0,93.0,19.77,Unknown,77.0,76.0,Invalid,Invalid,7.8,0.8,4.0,Invalid
U01787,41.0,Invalid,177.0,67.0,21.88,Cardio,,96.0,Medium,Invalid,8.3,1.1,2.0,N/A
Invalid,29.0,Other,154.0,114.0,30.31,Strength,107.0,74.0,N/A,Vegan,5.3,1.7,1.0,Medium
Unknown,35.0,Male,158.0,74.0,31.85,Cardio,55.0,79.0,N/A,Vegetarian,7.4,,6.0,Medium
U01790,32.0,Female,150.0,76.0,25.97,Cardio,44.0,78.0,N/A,Unknown,7.0,2.7,2.0,Low
U01791,61.0,Other,158.0,56.0,26.86,Yoga,53.0,60.0,Medium,Vegetarian,8.3,1.9,2.0,Medium
N/A,33.0,Female,159.0,93.0,19.04,N/A,31.0,63.0,Other,Vegan,6.2,1.2,1.0,Unknown
U01793,44.0,Male,172.0,,19.64,Yoga,38.0,62.0,Medium,Invalid,4.3,2.2,1.0,Medium
Invalid,25.0,Male,153.0,93.0,,Invalid,113.0,67.0,Medium,Vegan,6.9,2.5,3.0,Other
Other,63.0,Unknown,152.0,85.0,27.47,Invalid,56.0,64.0,Low,Unknown,8.8,2.0,1.0,
U01796,42.0,Invalid,179.0,68.0,30.7,Yoga,20.0,68.0,Low,Unknown,4.1,1.0,5.0,Unknown
U01797,34.0,N/A,159.0,55.0,28.48,Cardio,79.0,60.0,Low,N/A,5.2,0.8,6.0,N/A
U01798,46.0,Unknown,164.0,74.0,24.97,Strength,86.0,89.0,N/A,Vegetarian,5.6,2.6,6.0,Medium
U01799,25.0,N/A,160.0,,20.45,Strength,68.0,66.0,High,Mixed,7.8,1.1,3.0,Other
Other,32.0,Invalid,163.0,58.0,31.38,Strength,109.0,81.0,,Vegan,5.6,0.6,5.0,Invalid
U01801,44.0,Other,,86.0,24.5,Yoga,98.0,79.0,Medium,Vegetarian,5.2,2.1,3.0,Medium
U01802,63.0,Unknown,161.0,76.0,30.64,Strength,65.0,88.0,Low,Vegan,7.2,0.9,3.0,Medium
U01803,24.0,Female,162.0,62.0,26.96,N/A,67.0,86.0,Low,Mixed,4.2,3.0,6.0,Medium
Other,20.0,Other,166.0,90.0,30.69,Strength,111.0,84.0,Low,Invalid,4.9,2.7,5.0,High
U01805,46.0,Male,165.0,115.0,33.47,Unknown,87.0,94.0,Medium,Vegetarian,6.0,2.0,4.0,Low
Invalid,61.0,Female,152.0,73.0,33.7,Yoga,38.0,86.0,Low,Unknown,5.8,2.6,6.0,Low
U01807,41.0,Invalid,151.0,93.0,27.33,Invalid,107.0,70.0,Other,Invalid,5.7,1.7,4.0,Medium
Invalid,20.0,Male,160.0,109.0,26.94,Invalid,,76.0,Other,Invalid,4.5,2.5,2.0,Unknown
U01809,,Male,178.0,58.0,22.88,Strength,25.0,90.0,Unknown,Vegan,5.8,2.1,4.0,N/A
U01810,,Female,158.0,51.0,33.94,,99.0,77.0,High,Other,,0.6,6.0,Invalid
N/A,32.0,N/A,152.0,105.0,26.06,Cardio,,78.0,N/A,Vegan,6.1,2.9,2.0,Low
Other,42.0,Female,178.0,79.0,20.61,Cardio,113.0,97.0,Low,Vegetarian,6.9,2.7,4.0,Other
N/A,47.0,,167.0,71.0,25.64,Strength,82.0,88.0,Medium,N/A,4.8,2.9,2.0,Low
N/A,31.0,N/A,169.0,62.0,20.6,Cardio,54.0,74.0,Unknown,Vegetarian,4.3,2.3,6.0,Medium
U01815,24.0,Unknown,164.0,65.0,26.79,Other,91.0,,Medium,N/A,8.4,1.5,2.0,Other
U01816,34.0,Female,163.0,94.0,27.76,N/A,80.0,96.0,Medium,Mixed,5.7,1.0,6.0,Other
U01817,,Female,,114.0,24.07,Unknown,24.0,96.0,Unknown,Vegetarian,5.8,0.9,1.0,N/A
,37.0,Female,166.0,60.0,,,56.0,,Other,Vegan,8.4,0.9,6.0,Low
U01819,53.0,Other,,119.0,34.07,Cardio,95.0,81.0,Medium,Vegetarian,7.5,1.1,2.0,High
U01820,,Female,175.0,69.0,31.26,Other,108.0,71.0,High,Vegan,7.8,1.9,6.0,High
U01821,55.0,,157.0,112.0,32.34,Cardio,116.0,67.0,N/A,Unknown,7.4,2.2,,Medium
U01822,39.0,Female,159.0,61.0,24.55,Cardio,107.0,77.0,Invalid,Vegetarian,4.5,1.3,5.0,Invalid
U01823,19.0,Male,175.0,111.0,31.05,Strength,,87.0,High,Invalid,,1.9,5.0,N/A
Other,41.0,Male,,91.0,26.51,Strength,118.0,77.0,High,Vegetarian,8.5,1.4,2.0,High
U01825,25.0,Female,,118.0,21.82,Unknown,,90.0,Medium,Mixed,,2.2,5.0,High
U01826,28.0,Other,174.0,107.0,20.55,Cardio,84.0,76.0,High,Vegan,8.0,3.0,4.0,
U01827,30.0,,178.0,54.0,24.19,Yoga,27.0,82.0,Other,Vegan,6.0,2.2,5.0,Low
Unknown,34.0,Male,168.0,76.0,20.77,Strength,106.0,70.0,High,Vegetarian,7.4,0.6,1.0,High
,,Female,157.0,77.0,34.97,Cardio,103.0,74.0,Medium,N/A,4.8,1.7,5.0,N/A
U01830,38.0,N/A,177.0,75.0,19.31,Cardio,115.0,89.0,Medium,Vegan,6.7,,4.0,Other
U01831,35.0,Male,157.0,98.0,25.78,Strength,30.0,90.0,Invalid,Vegan,4.6,1.9,6.0,Unknown
,47.0,Unknown,152.0,70.0,25.96,Unknown,,65.0,N/A,Vegetarian,6.7,2.9,4.0,Unknown
U01833,35.0,Invalid,152.0,50.0,23.46,Cardio,77.0,71.0,Other,Other,5.2,0.6,2.0,Unknown
N/A,63.0,Other,161.0,107.0,,Strength,,82.0,Low,Unknown,6.3,1.2,3.0,High
U01835,64.0,Female,171.0,104.0,20.97,Invalid,67.0,98.0,High,,7.3,1.1,4.0,N/A
U01836,48.0,Female,166.0,75.0,31.43,Other,32.0,99.0,Low,Other,8.4,,2.0,Medium
Unknown,55.0,N/A,153.0,74.0,23.99,Cardio,79.0,95.0,Unknown,Vegetarian,4.8,1.8,2.0,Low
U01838,49.0,Male,166.0,82.0,28.26,Invalid,,94.0,High,Invalid,8.5,0.8,5.0,Low
,28.0,Invalid,163.0,118.0,30.31,Yoga,86.0,62.0,Low,Vegan,6.0,1.2,5.0,Unknown
Invalid,62.0,N/A,168.0,55.0,99.0,Yoga,26.0,87.0,,,8.2,1.8,2.0,Medium
U01841,42.0,Unknown,158.0,72.0,32.29,Cardio,96.0,74.0,High,Vegetarian,6.6,3.0,6.0,
Unknown,50.0,Unknown,179.0,79.0,28.54,Yoga,44.0,72.0,N/A,Unknown,8.3,1.4,1.0,
U01843,55.0,Other,179.0,103.0,24.91,Strength,42.0,78.0,Unknown,Vegan,7.3,0.9,6.0,High
U01844,58.0,Other,170.0,60.0,26.8,Invalid,70.0,,Medium,Mixed,6.5,,2.0,Invalid
Unknown,25.0,Other,,,31.18,Strength,66.0,77.0,High,Mixed,5.6,1.3,5.0,N/A
U01846,28.0,,154.0,55.0,99.0,N/A,116.0,90.0,Invalid,Mixed,8.8,1.9,4.0,Low
Invalid,39.0,Other,160.0,,20.21,Cardio,24.0,96.0,High,Vegan,8.0,1.7,1.0,High
U01848,41.0,Male,169.0,61.0,24.85,Other,115.0,80.0,Medium,Vegan,5.9,2.2,3.0,Unknown
Invalid,58.0,Female,152.0,115.0,31.31,N/A,113.0,98.0,N/A,Unknown,4.8,2.8,6.0,Low
N/A,34.0,Male,170.0,102.0,25.62,Unknown,114.0,64.0,Medium,Mixed,7.9,1.0,4.0,Unknown
U01851,29.0,Invalid,164.0,85.0,23.98,Other,32.0,76.0,Unknown,Vegetarian,8.9,2.6,5.0,High
Unknown,63.0,Female,163.0,66.0,,N/A,61.0,78.0,Medium,Other,,2.9,4.0,Medium
U01853,49.0,Unknown,160.0,77.0,28.45,Cardio,24.0,63.0,Low,Other,8.6,1.4,4.0,N/A
N/A,32.0,Male,250.0,71.0,35.0,Yoga,42.0,85.0,N/A,Vegetarian,4.6,0.8,5.0,High
,33.0,Male,157.0,56.0,26.63,Cardio,,83.0,,N/A,8.8,2.6,4.0,Unknown
Unknown,39.0,N/A,153.0,64.0,21.94,N/A,20.0,98.0,Medium,Other,7.7,2.3,2.0,N/A
U01857,45.0,Other,176.0,60.0,21.19,Unknown,93.0,97.0,N/A,Vegan,5.7,1.0,6.0,Medium
U01858,37.0,Unknown,161.0,73.0,19.2,Strength,110.0,78.0,Invalid,Mixed,5.5,1.6,1.0,High
N/A,50.0,Male,157.0,116.0,27.72,Cardio,73.0,89.0,Unknown,Vegan,7.2,1.9,6.0,N/A
U01860,27.0,Unknown,155.0,79.0,27.49,N/A,91.0,85.0,Low,Other,7.0,0.9,5.0,High
U01861,57.0,N/A,164.0,119.0,21.89,Strength,22.0,70.0,Other,Mixed,15.0,2.3,1.0,Invalid
U01862,49.0,Male,179.0,115.0,29.97,Unknown,102.0,,Medium,Unknown,7.8,,2.0,Invalid
U01863,50.0,Male,161.0,110.0,30.73,Unknown,83.0,62.0,Low,Vegan,6.7,2.7,5.0,Unknown
Unknown,19.0,Male,165.0,90.0,22.78,Strength,70.0,81.0,Low,Vegetarian,8.6,1.9,,High
U01865,50.0,Other,165.0,100.0,24.18,Yoga,21.0,76.0,Invalid,Other,7.0,,3.0,Low
U01866,50.0,Other,176.0,93.0,34.84,Yoga,68.0,70.0,Other,N/A,8.2,2.0,3.0,N/A
Other,58.0,Female,170.0,62.0,,Yoga,50.0,98.0,Medium,Vegan,8.2,1.2,3.0,Low
N/A,30.0,Other,,61.0,31.05,Unknown,93.0,86.0,Unknown,Other,8.6,2.4,1.0,Medium
U01869,47.0,Female,169.0,58.0,25.97,Unknown,99.0,,Medium,Unknown,,2.2,6.0,
U01870,50.0,Male,177.0,97.0,31.59,Unknown,103.0,71.0,High,Vegan,6.9,2.6,6.0,N/A
U01871,30.0,Male,153.0,98.0,31.19,,22.0,72.0,Other,Invalid,6.3,2.4,3.0,Invalid
U01872,43.0,Female,160.0,102.0,29.52,Yoga,54.0,70.0,Low,Mixed,6.5,2.1,3.0,Low
U01873,39.0,N/A,162.0,105.0,32.6,Cardio,117.0,90.0,Medium,N/A,,0.9,2.0,High
Invalid,56.0,Invalid,178.0,89.0,,Cardio,104.0,70.0,Low,Vegetarian,8.2,2.8,4.0,Medium
U01875,19.0,Invalid,158.0,,28.07,Cardio,55.0,95.0,Other,Mixed,5.6,1.4,4.0,
N/A,55.0,Invalid,153.0,82.0,22.42,Invalid,83.0,61.0,Other,Vegetarian,6.3,2.9,6.0,High
U01877,56.0,Invalid,161.0,72.0,99.0,Unknown,51.0,82.0,Low,Mixed,5.0,1.5,6.0,
U01878,43.0,Male,158.0,103.0,99.0,Yoga,37.0,95.0,Other,Invalid,5.3,0.9,3.0,Medium
Invalid,63.0,Male,162.0,102.0,29.24,Yoga,53.0,73.0,Medium,Unknown,7.3,2.7,6.0,Medium
N/A,32.0,Invalid,165.0,98.0,21.43,N/A,75.0,96.0,Other,Other,4.6,2.5,,Unknown
Invalid,51.0,Other,175.0,98.0,19.35,Cardio,86.0,86.0,Low,Unknown,4.9,2.5,3.0,Other
N/A,,Male,155.0,109.0,29.77,Yoga,72.0,71.0,High,Mixed,6.6,,3.0,Invalid
U01883,61.0,Male,159.0,114.0,22.64,Yoga,86.0,88.0,Medium,N/A,4.2,2.7,1.0,Medium
N/A,57.0,Male,162.0,81.0,26.74,Strength,110.0,,Invalid,Other,4.6,2.0,5.0,Medium
U01885,28.0,Unknown,156.0,70.0,30.82,,85.0,82.0,Other,Vegetarian,8.3,1.7,4.0,
U01886,20.0,Unknown,177.0,67.0,27.78,Cardio,83.0,,Low,Vegetarian,8.2,2.8,3.0,Medium
U01887,23.0,Invalid,175.0,109.0,19.87,Unknown,86.0,93.0,High,Other,5.7,2.2,4.0,Medium
Unknown,,Female,168.0,,21.56,Cardio,100.0,71.0,Medium,Invalid,5.7,0.8,1.0,High
Unknown,23.0,Male,,73.0,22.12,,58.0,91.0,Low,Mixed,8.7,1.8,1.0,Low
,26.0,Male,168.0,79.0,22.75,Other,57.0,85.0,Medium,Invalid,4.1,2.1,3.0,
U01891,56.0,Male,166.0,51.0,27.83,N/A,59.0,66.0,Low,,15.0,2.7,4.0,
U01892,48.0,Male,162.0,74.0,26.82,Strength,38.0,91.0,High,Other,7.0,1.2,4.0,Medium
U01893,49.0,Female,162.0,,21.85,Unknown,102.0,,High,Mixed,7.9,2.5,4.0,High
N/A,58.0,Invalid,175.0,63.0,19.61,Yoga,24.0,77.0,Unknown,Vegan,8.8,2.5,1.0,
U01895,29.0,Male,177.0,55.0,21.33,Yoga,88.0,94.0,High,Mixed,5.8,0.8,2.0,
U01896,25.0,Female,170.0,79.0,,Invalid,33.0,79.0,Invalid,Vegetarian,6.2,0.5,2.0,Invalid
Invalid,25.0,Female,151.0,79.0,,Strength,,90.0,High,Vegetarian,7.4,,4.0,Medium
N/A,,Male,159.0,87.0,32.81,Cardio,,64.0,Medium,Mixed,8.8,2.5,4.0,Medium
Invalid,,Unknown,179.0,107.0,32.5,Strength,83.0,,High,N/A,8.5,1.9,5.0,Invalid
,64.0,Male,171.0,90.0,26.94,Cardio,119.0,78.0,High,N/A,7.3,2.5,15.0,High
Unknown,24.0,Other,162.0,106.0,30.16,Strength,76.0,60.0,Other,Vegetarian,8.3,2.1,1.0,Invalid
N/A,28.0,Male,175.0,85.0,21.68,Cardio,54.0,66.0,,Invalid,4.4,2.1,5.0,N/A
U01903,37.0,Male,,113.0,29.86,Strength,104.0,81.0,Unknown,,5.9,0.6,4.0,High
U01904,33.0,Female,150.0,65.0,22.99,Cardio,24.0,93.0,Medium,Vegan,4.1,0.7,6.0,Low
,21.0,Male,163.0,63.0,32.23,Other,107.0,69.0,Invalid,Mixed,4.9,2.3,2.0,Other
U01906,23.0,Female,178.0,80.0,19.88,Other,58.0,85.0,High,Vegetarian,7.2,2.4,2.0,High
Other,39.0,Male,165.0,115.0,31.26,N/A,43.0,91.0,Unknown,Unknown,8.4,1.9,5.0,
U01908,43.0,Male,169.0,,20.15,Other,59.0,86.0,Low,Vegan,7.2,2.0,2.0,High
U01909,20.0,N/A,164.0,,,Unknown,69.0,71.0,High,Invalid,7.3,2.0,2.0,
U01910,58.0,Male,150.0,,23.52,,96.0,99.0,High,Vegetarian,4.5,0.8,6.0,
Invalid,59.0,Female,166.0,89.0,29.3,Cardio,77.0,82.0,Low,Mixed,7.3,2.2,3.0,N/A
N/A,31.0,Other,173.0,74.0,26.54,Invalid,20.0,73.0,Low,Unknown,6.3,1.7,4.0,Low
U01913,28.0,Unknown,179.0,,24.54,Unknown,62.0,93.0,High,Vegan,7.3,2.0,5.0,High
N/A,35.0,Male,179.0,52.0,29.15,Other,58.0,76.0,High,Vegan,5.6,1.9,6.0,Other
Invalid,29.0,Male,162.0,118.0,34.13,Other,29.0,65.0,Unknown,Mixed,6.9,2.4,1.0,Other
U01916,40.0,Male,179.0,75.0,19.18,Other,21.0,86.0,Low,Mixed,6.1,1.3,1.0,Low
Invalid,29.0,Male,,89.0,33.66,Yoga,82.0,67.0,High,Vegetarian,6.8,1.4,6.0,Medium
U01918,,N/A,164.0,87.0,,Strength,35.0,92.0,N/A,Other,4.7,,4.0,High
Unknown,,Female,165.0,87.0,31.82,Unknown,56.0,94.0,Low,Vegetarian,6.0,2.4,1.0,N/A
N/A,62.0,Unknown,165.0,117.0,,Cardio,,76.0,Unknown,Vegetarian,5.9,1.6,6.0,Medium
U01921,36.0,N/A,151.0,56.0,26.29,Unknown,106.0,85.0,,Unknown,7.7,0.9,2.0,N/A
Unknown,63.0,Female,,79.0,32.84,Strength,109.0,66.0,Medium,Invalid,7.5,3.0,3.0,High
U01923,53.0,Female,160.0,68.0,25.34,Invalid,99.0,83.0,Low,Invalid,8.5,1.7,5.0,Invalid
U01924,62.0,Male,157.0,84.0,99.0,Cardio,46.0,84.0,,Other,7.2,0.8,5.0,Low
,25.0,N/A,169.0,82.0,18.83,N/A,82.0,94.0,,Unknown,5.6,2.2,2.0,Invalid
U01926,46.0,Female,152.0,82.0,21.12,Cardio,113.0,85.0,Medium,Vegan,7.9,2.3,4.0,Other
U01927,49.0,Male,178.0,180.0,29.09,N/A,83.0,64.0,Medium,Vegetarian,6.5,1.8,3.0,High
U01928,61.0,Other,161.0,59.0,,Invalid,116.0,97.0,Medium,Vegetarian,5.0,2.1,,Low
U01929,35.0,Male,169.0,106.0,28.11,Yoga,51.0,94.0,Medium,Unknown,7.7,0.9,5.0,Medium
U01930,23.0,N/A,165.0,,20.86,Other,28.0,89.0,Medium,Vegetarian,4.7,1.4,5.0,High
U01931,35.0,Female,163.0,87.0,25.85,Yoga,30.0,84.0,Medium,,4.9,0.9,4.0,High
Invalid,,Female,165.0,65.0,24.36,Yoga,89.0,83.0,Other,Invalid,7.8,1.5,3.0,
Invalid,39.0,Female,176.0,70.0,,Other,,89.0,N/A,Mixed,7.9,1.9,6.0,Low
Invalid,54.0,Male,170.0,55.0,32.86,Strength,34.0,79.0,Other,Other,8.0,1.6,1.0,Medium
U01935,49.0,Invalid,166.0,90.0,,Strength,78.0,62.0,Other,Other,5.5,2.0,5.0,Invalid
N/A,99.0,Unknown,179.0,64.0,19.89,N/A,67.0,91.0,N/A,,8.3,1.8,5.0,High
N/A,20.0,Invalid,160.0,52.0,33.19,Cardio,113.0,67.0,Other,Other,,1.3,1.0,N/A
U01938,45.0,Unknown,166.0,92.0,26.28,Other,101.0,82.0,,Other,8.2,0.9,,Other
U01939,27.0,Male,168.0,96.0,,Invalid,95.0,75.0,N/A,Vegetarian,7.5,1.1,3.0,Low
N/A,52.0,Female,171.0,63.0,20.81,Other,79.0,94.0,N/A,Vegetarian,6.9,,3.0,Medium
U01941,46.0,Unknown,150.0,115.0,29.57,Unknown,87.0,84.0,N/A,Vegetarian,4.5,2.3,,N/A
U01942,,Female,179.0,78.0,22.4,Invalid,76.0,74.0,Unknown,Mixed,7.6,2.5,,Unknown
U01943,,Invalid,176.0,53.0,25.73,Cardio,83.0,67.0,N/A,Unknown,7.5,2.3,2.0,Unknown
U01944,,N/A,161.0,75.0,18.78,Strength,73.0,93.0,,Vegetarian,5.6,2.1,5.0,Low
U01945,29.0,Male,164.0,61.0,21.0,Strength,99.0,84.0,N/A,Other,7.7,,4.0,Other
U01946,47.0,Female,167.0,51.0,20.02,Yoga,106.0,78.0,High,Invalid,6.8,2.3,4.0,High
U01947,38.0,Male,177.0,66.0,22.46,Strength,94.0,72.0,N/A,Mixed,6.8,2.0,6.0,Other
Invalid,48.0,Male,179.0,84.0,20.15,Other,73.0,71.0,Invalid,Invalid,5.8,0.6,5.0,Unknown
U01949,41.0,Other,172.0,59.0,29.92,Cardio,78.0,74.0,,Other,4.6,2.8,5.0,Medium
